CDS	LEAname	Countyname	LocalIndicator	Performance
10621170000000	Clovis Unified	Fresno	Academic-Priority Area 2	Met
10621170000000	Clovis Unified	Fresno	Parents-Priority Area 3	Met
10621170000000	Clovis Unified	Fresno	Climate-Priority Area 6	Met
10621250000000	Coalinga-Huron Unified	Fresno	Basic-Priority Area 1	Met
10621250000000	Coalinga-Huron Unified	Fresno	Academic-Priority Area 2	Met
10621250000000	Coalinga-Huron Unified	Fresno	Parents-Priority Area 3	Met
10621250000000	Coalinga-Huron Unified	Fresno	Climate-Priority Area 6	Met
10621580000000	Fowler Unified	Fresno	Basic-Priority Area 1	Met
10621580000000	Fowler Unified	Fresno	Academic-Priority Area 2	Met
10621580000000	Fowler Unified	Fresno	Parents-Priority Area 3	Met
10621580000000	Fowler Unified	Fresno	Climate-Priority Area 6	Met
10621660000000	Fresno Unified	Fresno	Basic-Priority Area 1	Met
10621660000000	Fresno Unified	Fresno	Academic-Priority Area 2	Met
10621660000000	Fresno Unified	Fresno	Parents-Priority Area 3	Met
10621660000000	Fresno Unified	Fresno	Climate-Priority Area 6	Met
10622570000000	Kingsburg Joint Union High	Fresno	Basic-Priority Area 1	Met
10622570000000	Kingsburg Joint Union High	Fresno	Academic-Priority Area 2	Met
10622570000000	Kingsburg Joint Union High	Fresno	Parents-Priority Area 3	Met
10622570000000	Kingsburg Joint Union High	Fresno	Climate-Priority Area 6	Met
10622650000000	Kings Canyon Joint Unified	Fresno	Basic-Priority Area 1	Met
10622650000000	Kings Canyon Joint Unified	Fresno	Academic-Priority Area 2	Met
10622650000000	Kings Canyon Joint Unified	Fresno	Parents-Priority Area 3	Met
10622650000000	Kings Canyon Joint Unified	Fresno	Climate-Priority Area 6	Met
10622810000000	Laton Joint Unified	Fresno	Basic-Priority Area 1	Met
10622810000000	Laton Joint Unified	Fresno	Academic-Priority Area 2	Met
10622810000000	Laton Joint Unified	Fresno	Parents-Priority Area 3	Met
10622810000000	Laton Joint Unified	Fresno	Climate-Priority Area 6	Met
10623230000000	Monroe Elementary	Fresno	Basic-Priority Area 1	Met
10623230000000	Monroe Elementary	Fresno	Academic-Priority Area 2	Met
10623230000000	Monroe Elementary	Fresno	Parents-Priority Area 3	Met
10623230000000	Monroe Elementary	Fresno	Climate-Priority Area 6	Met
10623310000000	Orange Center	Fresno	Basic-Priority Area 1	Met
10623310000000	Orange Center	Fresno	Academic-Priority Area 2	Met
10623310000000	Orange Center	Fresno	Parents-Priority Area 3	Met
10623310000000	Orange Center	Fresno	Climate-Priority Area 6	Met
10623560000000	Pacific Union Elementary	Fresno	Basic-Priority Area 1	Met
10623560000000	Pacific Union Elementary	Fresno	Academic-Priority Area 2	Met
10623560000000	Pacific Union Elementary	Fresno	Parents-Priority Area 3	Met
10623560000000	Pacific Union Elementary	Fresno	Climate-Priority Area 6	Met
10623640000000	Parlier Unified	Fresno	Basic-Priority Area 1	Met
10623640000000	Parlier Unified	Fresno	Academic-Priority Area 2	Met
10623640000000	Parlier Unified	Fresno	Parents-Priority Area 3	Met
10623640000000	Parlier Unified	Fresno	Climate-Priority Area 6	Met
10623720000000	Pine Ridge Elementary	Fresno	Basic-Priority Area 1	Met
10623720000000	Pine Ridge Elementary	Fresno	Academic-Priority Area 2	Met
10623720000000	Pine Ridge Elementary	Fresno	Parents-Priority Area 3	Met
10623720000000	Pine Ridge Elementary	Fresno	Climate-Priority Area 6	Met
10623800000000	Raisin City Elementary	Fresno	Basic-Priority Area 1	Met
10623800000000	Raisin City Elementary	Fresno	Academic-Priority Area 2	Met
10623800000000	Raisin City Elementary	Fresno	Parents-Priority Area 3	Met
10623800000000	Raisin City Elementary	Fresno	Climate-Priority Area 6	Met
10624140000000	Sanger Unified	Fresno	Basic-Priority Area 1	Met
10624140000000	Sanger Unified	Fresno	Academic-Priority Area 2	Met
10624140000000	Sanger Unified	Fresno	Parents-Priority Area 3	Met
10624140000000	Sanger Unified	Fresno	Climate-Priority Area 6	Met
10624300000000	Selma Unified	Fresno	Basic-Priority Area 1	Met
10624300000000	Selma Unified	Fresno	Academic-Priority Area 2	Met
10624300000000	Selma Unified	Fresno	Parents-Priority Area 3	Met
10624300000000	Selma Unified	Fresno	Climate-Priority Area 6	Met
10625130000000	Washington Colony Elementary	Fresno	Basic-Priority Area 1	Met
10625130000000	Washington Colony Elementary	Fresno	Academic-Priority Area 2	Met
10625130000000	Washington Colony Elementary	Fresno	Parents-Priority Area 3	Met
10625130000000	Washington Colony Elementary	Fresno	Climate-Priority Area 6	Met
10625390000000	West Park Elementary	Fresno	Basic-Priority Area 1	Met
10625390000000	West Park Elementary	Fresno	Academic-Priority Area 2	Met
10625390000000	West Park Elementary	Fresno	Parents-Priority Area 3	Met
10625390000000	West Park Elementary	Fresno	Climate-Priority Area 6	Met
10625470000000	Westside Elementary	Fresno	Basic-Priority Area 1	Met
10625470000000	Westside Elementary	Fresno	Academic-Priority Area 2	Met
10625470000000	Westside Elementary	Fresno	Parents-Priority Area 3	Met
10625470000000	Westside Elementary	Fresno	Climate-Priority Area 6	Met
10738090000000	Firebaugh-Las Deltas Unified	Fresno	Basic-Priority Area 1	Met
10738090000000	Firebaugh-Las Deltas Unified	Fresno	Academic-Priority Area 2	Met
10738090000000	Firebaugh-Las Deltas Unified	Fresno	Parents-Priority Area 3	Met
10738090000000	Firebaugh-Las Deltas Unified	Fresno	Climate-Priority Area 6	Met
10739650000000	Central Unified	Fresno	Basic-Priority Area 1	Met
10739650000000	Central Unified	Fresno	Academic-Priority Area 2	Met
10739650000000	Central Unified	Fresno	Parents-Priority Area 3	Met
10739650000000	Central Unified	Fresno	Climate-Priority Area 6	Met
10739990000000	Kerman Unified	Fresno	Basic-Priority Area 1	Met
10739990000000	Kerman Unified	Fresno	Academic-Priority Area 2	Met
10739990000000	Kerman Unified	Fresno	Parents-Priority Area 3	Met
10739990000000	Kerman Unified	Fresno	Climate-Priority Area 6	Met
10751270000000	Mendota Unified	Fresno	Basic-Priority Area 1	Met
10751270000000	Mendota Unified	Fresno	Academic-Priority Area 2	Met
10751270000000	Mendota Unified	Fresno	Parents-Priority Area 3	Met
10751270000000	Mendota Unified	Fresno	Climate-Priority Area 6	Met
10752340000000	Golden Plains Unified	Fresno	Basic-Priority Area 1	Met
10752340000000	Golden Plains Unified	Fresno	Academic-Priority Area 2	Met
10752340000000	Golden Plains Unified	Fresno	Parents-Priority Area 3	Met
10752340000000	Golden Plains Unified	Fresno	Climate-Priority Area 6	Met
10752750000000	Sierra Unified	Fresno	Basic-Priority Area 1	Met
10752750000000	Sierra Unified	Fresno	Academic-Priority Area 2	Met
10752750000000	Sierra Unified	Fresno	Parents-Priority Area 3	Met
10752750000000	Sierra Unified	Fresno	Climate-Priority Area 6	Met
10754080000000	Riverdale Joint Unified	Fresno	Basic-Priority Area 1	Met
10754080000000	Riverdale Joint Unified	Fresno	Academic-Priority Area 2	Met
10754080000000	Riverdale Joint Unified	Fresno	Parents-Priority Area 3	Met
10754080000000	Riverdale Joint Unified	Fresno	Climate-Priority Area 6	Met
10755980000000	Caruthers Unified	Fresno	Basic-Priority Area 1	Met
10755980000000	Caruthers Unified	Fresno	Academic-Priority Area 2	Met
10755980000000	Caruthers Unified	Fresno	Parents-Priority Area 3	Met
10755980000000	Caruthers Unified	Fresno	Climate-Priority Area 6	Met
10767780000000	Washington Unified	Fresno	Basic-Priority Area 1	Met
10767780000000	Washington Unified	Fresno	Academic-Priority Area 2	Met
10767780000000	Washington Unified	Fresno	Parents-Priority Area 3	Met
10767780000000	Washington Unified	Fresno	Climate-Priority Area 6	Met
11101160000000	Glenn County Office of Education	Glenn	Basic-Priority Area 1	Not Met
11101160000000	Glenn County Office of Education	Glenn	Academic-Priority Area 2	Not Met
11101160000000	Glenn County Office of Education	Glenn	Parents-Priority Area 3	Not Met
11101160000000	Glenn County Office of Education	Glenn	Climate-Priority Area 6	Not Met
11101160000000	Glenn County Office of Education	Glenn	Expelled-Priority Area 9	Not Met
11101160000000	Glenn County Office of Education	Glenn	FosterYouth-Priority Area 10	Not Met
11625540000000	Capay Joint Union Elementary	Glenn	Basic-Priority Area 1	Met
11625540000000	Capay Joint Union Elementary	Glenn	Academic-Priority Area 2	Met
11625540000000	Capay Joint Union Elementary	Glenn	Parents-Priority Area 3	Met
11625540000000	Capay Joint Union Elementary	Glenn	Climate-Priority Area 6	Met
11625960000000	Lake Elementary	Glenn	Basic-Priority Area 1	Met
11625960000000	Lake Elementary	Glenn	Academic-Priority Area 2	Met
11625960000000	Lake Elementary	Glenn	Parents-Priority Area 3	Met
11625960000000	Lake Elementary	Glenn	Climate-Priority Area 6	Met
11626380000000	Plaza Elementary	Glenn	Basic-Priority Area 1	Met
11626380000000	Plaza Elementary	Glenn	Academic-Priority Area 2	Met
11626380000000	Plaza Elementary	Glenn	Parents-Priority Area 3	Met
11626380000000	Plaza Elementary	Glenn	Climate-Priority Area 6	Met
11626460000000	Princeton Joint Unified	Glenn	Basic-Priority Area 1	Met
11626460000000	Princeton Joint Unified	Glenn	Academic-Priority Area 2	Met
11626460000000	Princeton Joint Unified	Glenn	Parents-Priority Area 3	Met
11626460000000	Princeton Joint Unified	Glenn	Climate-Priority Area 6	Met
11626530000000	Stony Creek Joint Unified	Glenn	Basic-Priority Area 1	Met
11626530000000	Stony Creek Joint Unified	Glenn	Academic-Priority Area 2	Met
11626530000000	Stony Creek Joint Unified	Glenn	Parents-Priority Area 3	Met
11626530000000	Stony Creek Joint Unified	Glenn	Climate-Priority Area 6	Met
11626610000000	Willows Unified	Glenn	Basic-Priority Area 1	Met
11626610000000	Willows Unified	Glenn	Academic-Priority Area 2	Met
11626610000000	Willows Unified	Glenn	Parents-Priority Area 3	Met
11626610000000	Willows Unified	Glenn	Climate-Priority Area 6	Met
11754810000000	Orland Joint Unified	Glenn	Basic-Priority Area 1	Met
11754810000000	Orland Joint Unified	Glenn	Academic-Priority Area 2	Met
11754810000000	Orland Joint Unified	Glenn	Parents-Priority Area 3	Met
11754810000000	Orland Joint Unified	Glenn	Climate-Priority Area 6	Met
11765620000000	Hamilton Unified	Glenn	Basic-Priority Area 1	Met
11765620000000	Hamilton Unified	Glenn	Academic-Priority Area 2	Met
11765620000000	Hamilton Unified	Glenn	Parents-Priority Area 3	Met
11765620000000	Hamilton Unified	Glenn	Climate-Priority Area 6	Met
12101240000000	Humboldt County Office of Education	Humboldt	Basic-Priority Area 1	Met
12101240000000	Humboldt County Office of Education	Humboldt	Academic-Priority Area 2	Met
12101240000000	Humboldt County Office of Education	Humboldt	Parents-Priority Area 3	Met
12101240000000	Humboldt County Office of Education	Humboldt	Climate-Priority Area 6	Met
12101240000000	Humboldt County Office of Education	Humboldt	Expelled-Priority Area 9	Met
12101240000000	Humboldt County Office of Education	Humboldt	FosterYouth-Priority Area 10	Met
12626790000000	Arcata Elementary	Humboldt	Basic-Priority Area 1	Met
12626790000000	Arcata Elementary	Humboldt	Academic-Priority Area 2	Met
12626790000000	Arcata Elementary	Humboldt	Parents-Priority Area 3	Met
12626790000000	Arcata Elementary	Humboldt	Climate-Priority Area 6	Met
12626870000000	Northern Humboldt Union High	Humboldt	Basic-Priority Area 1	Met
12626870000000	Northern Humboldt Union High	Humboldt	Academic-Priority Area 2	Met
12626870000000	Northern Humboldt Union High	Humboldt	Parents-Priority Area 3	Met
12626870000000	Northern Humboldt Union High	Humboldt	Climate-Priority Area 6	Met
12626950000000	Big Lagoon Union Elementary	Humboldt	Basic-Priority Area 1	Met
12626950000000	Big Lagoon Union Elementary	Humboldt	Academic-Priority Area 2	Met
12626950000000	Big Lagoon Union Elementary	Humboldt	Parents-Priority Area 3	Met
12626950000000	Big Lagoon Union Elementary	Humboldt	Climate-Priority Area 6	Met
12627030000000	Blue Lake Union Elementary	Humboldt	Basic-Priority Area 1	Met
12627030000000	Blue Lake Union Elementary	Humboldt	Academic-Priority Area 2	Met
12627030000000	Blue Lake Union Elementary	Humboldt	Parents-Priority Area 3	Met
12627030000000	Blue Lake Union Elementary	Humboldt	Climate-Priority Area 6	Met
12627290000000	Bridgeville Elementary	Humboldt	Basic-Priority Area 1	Met
12627290000000	Bridgeville Elementary	Humboldt	Academic-Priority Area 2	Met
12627290000000	Bridgeville Elementary	Humboldt	Parents-Priority Area 3	Met
12627290000000	Bridgeville Elementary	Humboldt	Climate-Priority Area 6	Met
12627370000000	Cuddeback Union Elementary	Humboldt	Basic-Priority Area 1	Met
12627370000000	Cuddeback Union Elementary	Humboldt	Academic-Priority Area 2	Met
12627370000000	Cuddeback Union Elementary	Humboldt	Parents-Priority Area 3	Met
12627370000000	Cuddeback Union Elementary	Humboldt	Climate-Priority Area 6	Met
12627450000000	Cutten Elementary	Humboldt	Basic-Priority Area 1	Met
12627450000000	Cutten Elementary	Humboldt	Academic-Priority Area 2	Met
12627450000000	Cutten Elementary	Humboldt	Parents-Priority Area 3	Met
12627450000000	Cutten Elementary	Humboldt	Climate-Priority Area 6	Met
12627940000000	Fieldbrook Elementary	Humboldt	Basic-Priority Area 1	Met
12627940000000	Fieldbrook Elementary	Humboldt	Academic-Priority Area 2	Met
12627940000000	Fieldbrook Elementary	Humboldt	Parents-Priority Area 3	Met
12627940000000	Fieldbrook Elementary	Humboldt	Climate-Priority Area 6	Met
12628100000000	Fortuna Union High	Humboldt	Basic-Priority Area 1	Met
12628100000000	Fortuna Union High	Humboldt	Academic-Priority Area 2	Met
12628100000000	Fortuna Union High	Humboldt	Parents-Priority Area 3	Met
12628100000000	Fortuna Union High	Humboldt	Climate-Priority Area 6	Met
12628280000000	Freshwater Elementary	Humboldt	Basic-Priority Area 1	Met
12628280000000	Freshwater Elementary	Humboldt	Academic-Priority Area 2	Met
12628280000000	Freshwater Elementary	Humboldt	Parents-Priority Area 3	Met
12628280000000	Freshwater Elementary	Humboldt	Climate-Priority Area 6	Met
12628360000000	Garfield Elementary	Humboldt	Basic-Priority Area 1	Met
12628360000000	Garfield Elementary	Humboldt	Academic-Priority Area 2	Met
12628360000000	Garfield Elementary	Humboldt	Parents-Priority Area 3	Met
12628360000000	Garfield Elementary	Humboldt	Climate-Priority Area 6	Met
12628510000000	Green Point Elementary	Humboldt	Basic-Priority Area 1	Met
12628510000000	Green Point Elementary	Humboldt	Academic-Priority Area 2	Met
12628510000000	Green Point Elementary	Humboldt	Parents-Priority Area 3	Met
12628510000000	Green Point Elementary	Humboldt	Climate-Priority Area 6	Met
12628850000000	Hydesville Elementary	Humboldt	Basic-Priority Area 1	Met
12628850000000	Hydesville Elementary	Humboldt	Academic-Priority Area 2	Met
12628850000000	Hydesville Elementary	Humboldt	Parents-Priority Area 3	Met
12628850000000	Hydesville Elementary	Humboldt	Climate-Priority Area 6	Met
12628930000000	Jacoby Creek Elementary	Humboldt	Basic-Priority Area 1	Met
12628930000000	Jacoby Creek Elementary	Humboldt	Academic-Priority Area 2	Met
12628930000000	Jacoby Creek Elementary	Humboldt	Parents-Priority Area 3	Met
12628930000000	Jacoby Creek Elementary	Humboldt	Climate-Priority Area 6	Met
12629010000000	Klamath-Trinity Joint Unified	Humboldt	Basic-Priority Area 1	Met
12629010000000	Klamath-Trinity Joint Unified	Humboldt	Academic-Priority Area 2	Not Met
12629010000000	Klamath-Trinity Joint Unified	Humboldt	Parents-Priority Area 3	Met
12629010000000	Klamath-Trinity Joint Unified	Humboldt	Climate-Priority Area 6	Not Met
12629190000000	Kneeland Elementary	Humboldt	Basic-Priority Area 1	Met
12629190000000	Kneeland Elementary	Humboldt	Academic-Priority Area 2	Met
12629190000000	Kneeland Elementary	Humboldt	Parents-Priority Area 3	Met
12629190000000	Kneeland Elementary	Humboldt	Climate-Priority Area 6	Met
12629270000000	Loleta Union Elementary	Humboldt	Basic-Priority Area 1	Met
12629270000000	Loleta Union Elementary	Humboldt	Academic-Priority Area 2	Met
12629270000000	Loleta Union Elementary	Humboldt	Parents-Priority Area 3	Met
12629270000000	Loleta Union Elementary	Humboldt	Climate-Priority Area 6	Met
12629350000000	Maple Creek Elementary	Humboldt	Basic-Priority Area 1	Met
12629350000000	Maple Creek Elementary	Humboldt	Academic-Priority Area 2	Met
12629350000000	Maple Creek Elementary	Humboldt	Parents-Priority Area 3	Met
12629350000000	Maple Creek Elementary	Humboldt	Climate-Priority Area 6	Met
12629500000000	McKinleyville Union Elementary	Humboldt	Basic-Priority Area 1	Met
12629500000000	McKinleyville Union Elementary	Humboldt	Academic-Priority Area 2	Met
12629500000000	McKinleyville Union Elementary	Humboldt	Parents-Priority Area 3	Met
